step,fair_value,reference_price,post_trade_reference_price,bid,ask,spread,taker_side,order_size,signed_order_flow,trade_price,maker_inventory,maker_cash,maker_pnl,aggregate_signal,buy_probability,liquidity,regime,sentiment,fomo,fear,greed,public_fundamental,information_gap,information_event,active_worlds,simulation_seed,world_weights_json,world_signals_json
4993,103.87911244,103.87911244,103.87911244,103.01943644,103.06278844,0.04335200,sell,4,-4,103.01943644,423,-42467.53507449,1473.32948909,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.87911244,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
4994,103.81306725,103.81306725,103.81306725,102.94537525,102.98875925,0.04338400,buy,1,1,102.98875925,422,-42364.54631524,1444.56806327,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.81306725,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
4995,103.82723474,103.82723474,103.82723474,102.96154674,103.00492274,0.04337600,sell,8,-8,102.96154674,430,-43188.23868919,1457.47225098,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.82723474,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
4996,103.82843206,103.82843206,103.82843206,102.94671206,102.99015206,0.04344000,sell,3,-3,102.94671206,433,-43497.07882538,1460.63225708,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.82843206,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
4997,103.79603960,103.79603960,103.79603960,102.90830760,102.95177160,0.04346400,buy,1,1,102.95177160,432,-43394.12705378,1445.76205327,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.79603960,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
4998,103.75348073,103.75348073,103.75348073,102.86775273,102.91120873,0.04345600,sell,10,-10,102.86775273,442,-44422.80458103,1436.23389950,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.75348073,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
4999,103.78569666,103.78569666,103.78569666,102.87992866,102.92346466,0.04353600,buy,6,6,102.92346466,436,-43805.26379305,1445.29995202,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.78569666,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5000,103.78857260,103.78857260,103.78857260,102.89482860,102.93831660,0.04348800,sell,7,-7,102.89482860,443,-44525.52759324,1452.81006754,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.78857260,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5001,103.81859920,103.81859920,103.81859920,102.91082720,102.95437120,0.04354400,sell,7,-7,102.91082720,450,-45245.90338364,1472.46625673,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.81859920,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5002,103.84494109,103.84494109,103.84494109,102.92314109,102.96674109,0.04360000,sell,10,-10,102.92314109,460,-46275.13479453,1493.53810653,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.84494109,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5003,103.84870311,103.84870311,103.84870311,102.90686311,102.95054311,0.04368000,buy,8,8,102.95054311,452,-45451.53044967,1488.08335520,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.84870311,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5004,103.85119773,103.85119773,103.85119773,102.92538973,102.96900573,0.04361600,sell,9,-9,102.92538973,461,-46377.85895727,1497.54319758,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.85119773,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5005,103.89529664,103.89529664,103.89529664,102.95145264,102.99514064,0.04368800,sell,5,-5,102.95145264,466,-46892.61622045,1522.59201193,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.89529664,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5006,103.86215144,103.86215144,103.86215144,102.90828744,102.95201544,0.04372800,buy,10,10,102.95201544,456,-45863.09606604,1498.04499077,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.86215144,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5007,103.85502947,103.85502947,103.85502947,102.92120547,102.96485347,0.04364800,sell,2,-2,102.92120547,458,-46068.93847699,1496.66502147,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.85502947,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5008,103.86162155,103.86162155,103.86162155,102.92378955,102.96745355,0.04366400,sell,10,-10,102.92378955,468,-47098.17637252,1509.06251435,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.86162155,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5009,103.82550668,103.82550668,103.82550668,102.86763468,102.91137868,0.04374400,buy,4,4,102.91137868,464,-46686.53085780,1488.50424157,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.82550668,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5010,103.84925197,103.84925197,103.84925197,102.89939597,102.94310797,0.04371200,buy,8,8,102.94310797,456,-45862.98599405,1492.27290352,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.84925197,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5011,103.86029429,103.86029429,103.86029429,102.92647029,102.97011829,0.04364800,sell,6,-6,102.92647029,462,-46480.54481581,1502.91114720,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.86029429,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5012,103.87336582,103.87336582,103.87336582,102.92751782,102.97121382,0.04369600,sell,4,-4,102.92751782,466,-46892.25488707,1512.73358302,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.87336582,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5013,103.87664538,103.87664538,103.87664538,102.92278138,102.96650938,0.04372800,sell,1,-1,102.92278138,467,-46995.17766845,1515.21572526,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.87664538,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5014,103.85959227,103.85959227,103.85959227,102.90372427,102.94746027,0.04373600,buy,10,10,102.94746027,457,-45965.70306576,1498.13060099,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.85959227,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5015,103.82647777,103.82647777,103.82647777,102.89064977,102.93430577,0.04365600,buy,8,8,102.93430577,449,-45142.22861961,1475.85989900,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.82647777,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5016,103.81792279,103.81792279,103.81792279,102.89812679,102.94171879,0.04359200,buy,2,2,102.94171879,447,-44936.34518202,1470.26630590,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.81792279,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5017,103.76902366,103.76902366,103.76902366,102.85323566,102.89681166,0.04357600,sell,9,-9,102.85323566,456,-45862.02430299,1456.65048747,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.76902366,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5018,103.82406175,103.82406175,103.82406175,102.89023775,102.93388575,0.04364800,buy,6,6,102.93388575,450,-45244.42098852,1476.40679728,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.82406175,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5019,103.81497878,103.81497878,103.81497878,102.89317878,102.93677878,0.04360000,sell,1,-1,102.89317878,451,-45347.31416730,1473.24126272,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.81497878,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5020,103.79855874,103.79855874,103.79855874,102.87475474,102.91836274,0.04360800,sell,2,-2,102.87475474,453,-45553.06367677,1467.68343198,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.79855874,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5021,103.82861293,103.82861293,103.82861293,102.90080093,102.94442493,0.04362400,sell,7,-7,102.90080093,460,-46273.36928326,1487.79266266,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.82861293,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5022,103.81891685,103.81891685,103.81891685,102.87707685,102.92075685,0.04368000,sell,9,-9,102.87707685,469,-47199.26297494,1491.80902930,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.81891685,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5023,103.78315942,103.78315942,103.78315942,102.82328342,102.86703542,0.04375200,sell,10,-10,102.82328342,479,-48227.49580915,1484.63755375,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.78315942,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5024,103.74476018,103.74476018,103.74476018,102.76484418,102.80867618,0.04383200,sell,10,-10,102.76484418,489,-49255.14425098,1476.04347824,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.74476018,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5025,103.75338757,103.75338757,103.75338757,102.75343157,102.79734357,0.04391200,buy,2,2,102.79734357,487,-49049.54956384,1478.35018185,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.75338757,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5026,103.72647867,103.72647867,103.72647867,102.73053067,102.77442667,0.04389600,buy,7,7,102.77442667,480,-48330.12857714,1458.58118526,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.72647867,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5027,103.69231245,103.69231245,103.69231245,102.71039245,102.75423245,0.04384000,sell,4,-4,102.71039245,484,-48740.97014695,1446.10908055,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.69231245,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5028,103.65128115,103.65128115,103.65128115,102.66134515,102.70521715,0.04387200,sell,3,-3,102.66134515,487,-49048.95418239,1429.21973648,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.65128115,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5029,103.63273690,103.63273690,103.63273690,102.63678890,102.68068490,0.04389600,sell,9,-9,102.63678890,496,-49972.68528253,1429.15222192,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.63273690,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5030,103.62643163,103.62643163,103.62643163,102.61244763,102.65641563,0.04396800,buy,5,5,102.65641563,491,-49459.40320437,1421.17472714,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.62643163,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5031,103.62374906,103.62374906,103.62374906,102.61978506,102.66371306,0.04392800,buy,2,2,102.66371306,489,-49254.07577825,1417.93751227,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.62374906,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5032,103.63206415,103.63206415,103.63206415,102.63210815,102.67602015,0.04391200,sell,10,-10,102.63210815,499,-50280.39685976,1432.00315184,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.63206415,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5033,103.67587790,103.67587790,103.67587790,102.65588190,102.69987390,0.04399200,sell,2,-2,102.65588190,501,-50485.70862357,1455.90620596,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.67587790,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5034,103.71692323,103.71692323,103.71692323,102.69291923,102.73692723,0.04400800,buy,2,2,102.73692723,499,-50280.23476910,1474.50992475,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.71692323,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5035,103.67792595,103.67792595,103.67792595,102.65792995,102.70192195,0.04399200,buy,8,8,102.70192195,491,-49458.61939350,1447.24224803,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.67792595,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5036,103.69107953,103.69107953,103.69107953,102.68711553,102.73104353,0.04392800,sell,1,-1,102.68711553,492,-49561.30650904,1454.70462187,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.69107953,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5037,103.69559153,103.69559153,103.69559153,102.68962353,102.73355953,0.04393600,buy,9,9,102.73355953,483,-48636.70447325,1448.26623680,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.69559153,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5038,103.66696759,103.66696759,103.66696759,102.67903559,102.72289959,0.04386400,sell,9,-9,102.67903559,492,-49560.81579356,1443.33226102,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.66696759,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5039,103.69951687,103.69951687,103.69951687,102.69354887,102.73748487,0.04393600,sell,6,-6,102.69354887,498,-50176.97708676,1465.38231245,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.69951687,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5040,103.63808019,103.63808019,103.63808019,102.62008819,102.66407219,0.04398400,sell,4,-4,102.62008819,502,-50587.45743952,1438.85881679,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.63808019,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5041,103.62180297,103.62180297,103.62180297,102.59579497,102.63981097,0.04401600,sell,7,-7,102.59579497,509,-51305.62800430,1437.86970607,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.62180297,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5042,103.65652756,103.65652756,103.65652756,102.61649156,102.66056356,0.04407200,sell,10,-10,102.61649156,519,-52331.79291993,1465.94488532,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.65652756,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5043,103.64860046,103.64860046,103.64860046,102.58852446,102.63267646,0.04415200,buy,7,7,102.63267646,512,-51613.36418469,1454.71925170,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.64860046,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5044,103.67957940,103.67957940,103.67957940,102.63353140,102.67762740,0.04409600,sell,2,-2,102.63353140,514,-51818.63124750,1472.67256618,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.67957940,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5045,103.65269243,103.65269243,103.65269243,102.60263643,102.64674843,0.04411200,sell,10,-10,102.60263643,524,-52844.65761184,1469.35322356,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.65269243,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5046,103.66856497,103.66856497,103.66856497,102.59846897,102.64266097,0.04419200,buy,5,5,102.64266097,519,-52331.44430699,1472.54091265,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.66856497,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5047,103.71590442,103.71590442,103.71590442,102.65582842,102.69998042,0.04415200,buy,5,5,102.69998042,514,-51817.94440490,1492.03046580,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.71590442,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5048,103.70644802,103.70644802,103.70644802,102.65639202,102.70050402,0.04411200,buy,9,9,102.70050402,505,-50893.63986870,1478.11638237,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.70644802,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5049,103.71537295,103.71537295,103.71537295,102.68335295,102.72739295,0.04404000,buy,1,1,102.72739295,504,-50790.91247576,1481.63548908,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.71537295,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5050,103.69186148,103.69186148,103.69186148,102.66184548,102.70587748,0.04403200,sell,10,-10,102.66184548,514,-51817.53093055,1480.08586993,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.69186148,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5051,103.70687597,103.70687597,103.70687597,102.65681997,102.70093197,0.04411200,sell,7,-7,102.65681997,521,-52536.12867032,1495.15370826,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.70687597,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5052,103.69685227,103.69685227,103.69685227,102.63276827,102.67693627,0.04416800,buy,10,10,102.67693627,511,-51509.35930763,1479.73220180,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.69685227,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5053,103.67492314,103.67492314,103.67492314,102.63087914,102.67496714,0.04408800,sell,2,-2,102.63087914,513,-51714.62106590,1470.61450240,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.67492314,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5054,103.63594560,103.63594560,103.63594560,102.58789360,102.63199760,0.04410400,sell,5,-5,102.58789360,518,-52227.56053391,1455.85928779,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.63594560,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5055,103.66995191,103.66995191,103.66995191,102.61187991,102.65602391,0.04414400,buy,1,1,102.65602391,517,-52124.90450999,1472.46062988,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.66995191,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5056,103.62642669,103.62642669,103.62642669,102.57035869,102.61449469,0.04413600,buy,8,8,102.61449469,509,-51303.98855248,1441.86263256,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.62642669,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5057,103.63105014,103.63105014,103.63105014,102.59101414,102.63508614,0.04407200,buy,7,7,102.63508614,502,-50585.54294953,1437.24421828,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.63105014,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5058,103.60325336,103.60325336,103.60325336,102.57724536,102.62126136,0.04401600,buy,7,7,102.62126136,495,-49867.19412001,1416.41629333,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.60325336,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5059,103.62642463,103.62642463,103.62642463,102.61444463,102.65840463,0.04396000,sell,6,-6,102.61444463,501,-50482.88078780,1433.95795311,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.62642463,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5060,103.62570562,103.62570562,103.62570562,102.60170162,102.64570962,0.04400800,buy,10,10,102.64570962,491,-49456.42369163,1423.79776678,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.62570562,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5061,103.67448134,103.67448134,103.67448134,102.67051734,102.71444534,0.04392800,sell,8,-8,102.67051734,499,-50277.78783034,1455.77835816,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.67448134,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5062,103.72595526,103.72595526,103.72595526,102.70595926,102.74995126,0.04399200,buy,4,4,102.74995126,495,-49866.78802531,1477.55982687,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.72595526,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5063,103.75571364,103.75571364,103.75571364,102.74373364,102.78769364,0.04396000,buy,3,3,102.78769364,492,-49558.42494439,1489.38616808,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.75571364,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5064,103.73739254,103.73739254,103.73739254,102.73142454,102.77536054,0.04393600,sell,8,-8,102.73142454,500,-50380.27634069,1488.41992848,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.73739254,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5065,103.75747397,103.75747397,103.75747397,102.73547397,102.77947397,0.04400000,sell,6,-6,102.73547397,506,-50996.68918451,1504.59264453,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.75747397,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5066,103.71477524,103.71477524,103.71477524,102.68075124,102.72479924,0.04404800,buy,8,8,102.72479924,498,-50174.89079057,1475.06728066,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.71477524,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5067,103.76882133,103.76882133,103.76882133,102.75082933,102.79481333,0.04398400,buy,9,9,102.79481333,489,-49249.73747062,1493.21615829,1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.76882133,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":1.0,""size_multiplier"":1.0}}"
5068,103.76438746,103.76438746,103.76438746,102.76443146,102.80834346,0.04391200,sell,7,-7,102.76443146,496,-49969.08849081,1498.04768715,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.76438746,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5069,103.79268041,103.79268041,103.79268041,102.77869641,102.82266441,0.04396800,sell,10,-10,102.77869641,506,-50996.87545496,1522.22083486,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.79268041,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5070,103.82171185,103.82171185,103.82171185,102.78768785,102.83173585,0.04404800,sell,8,-8,102.78768785,514,-51819.17695778,1545.18293438,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.82171185,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
5071,103.81379569,103.81379569,103.81379569,102.76373969,102.80785169,0.04411200,sell,4,-4,102.76373969,518,-52230.23191653,1545.31424982,-1.00000000,0.50000000,1.00000000,none,0.00000000,0.00000000,0.00000000,0.00000000,103.81379569,0.00000000,0,random,42,"{""random"":1.0}","{""random"":{""signal"":-1.0,""size_multiplier"":1.0}}"
